run,filename,t_start,t_stop,sim_file
0,,2018-03-05 16:38:22.157798,,/home/pi/Desktop/git_repos/GLO/tracking/ptu_simulations/sine_wave_sweep_ism_period_30_amp_50_freq_10_duration_120.csv
