run,filename,t_start,t_stop,sim_file
0,/DCIM/100GOPRO/GOPR0290.MP4,2018-03-06 18:58:00.831808,2018-03-06 19:00:25.343084,/home/pi/Desktop/git_repos/GLO/tracking/ptu_simulations/sine_wave_sweep_ism_period_30_amp_50_freq_10_duration_120.csv
