time,accel_x,accel_y,accel_z,ang_x,ang_y,ang_z,pitch,roll,yaw
2018-03-12 16:15:18.821789,-0.40299999713897705,-0.17100000381469727,-9.607000350952148,-0.0010930000571534038,0.00010599999950500205,0.0003589999978430569,-2.2750000953674316,1.0770000219345093,-77.01799774169922
2018-03-12 16:15:18.932276,-0.38499999046325684,-0.17800000309944153,-9.625,-0.0003389999910723418,-0.0014769999543204904,0.00042100000428035855,-2.2739999294281006,1.0770000219345093,-77.01899719238281
2018-03-12 16:15:19.051426,-0.35499998927116394,-0.18400000035762787,-9.593999862670898,0.00020399999630171806,0.0004729999927803874,-0.000455000001238659,-2.2739999294281006,1.0759999752044678,-77.01599884033203
2018-03-12 16:15:19.162946,-0.3709999918937683,-0.1770000010728836,-9.621999740600586,0.0007060000207275152,0.0005019999807700515,0.0006399999838322401,-2.2720000743865967,1.0700000524520874,-77.01100158691406
2018-03-12 16:15:19.270744,-0.38100001215934753,-0.16599999368190765,-9.633999824523926,-0.0005530000198632479,-0.00019500000053085387,-2.4000000848900527e-05,-2.2709999084472656,1.0700000524520874,-77.00299835205078
2018-03-12 16:15:19.381100,-0.37700000405311584,-0.19300000369548798,-9.60099983215332,0.00023700000019744039,-0.000707999977748841,-0.0006619999767281115,-2.2699999809265137,1.0700000524520874,-77.00399780273438
2018-03-12 16:15:19.491891,-0.37700000405311584,-0.1589999943971634,-9.57699966430664,1.9999999494757503e-05,0.0004130000015720725,0.0006339999963529408,-2.2690000534057617,1.0700000524520874,-76.9990005493164
2018-03-12 16:15:19.601108,-0.3499999940395355,-0.16500000655651093,-9.631999969482422,1.5999999959603883e-05,0.0006230000290088356,0.0004180000105407089,-2.2699999809265137,1.0700000524520874,-77.0
2018-03-12 16:15:19.720366,-0.39800000190734863,-0.19200000166893005,-9.590999603271484,0.0003380000125616789,-0.0004959999932907522,0.0014570000348612666,-2.265000104904175,1.0700000524520874,-77.0009994506836
2018-03-12 16:15:19.830867,-0.38100001215934753,-0.17399999499320984,-9.597999572753906,0.001285000005736947,0.0001900000061141327,0.00013600000238511711,-2.2660000324249268,1.0709999799728394,-77.00900268554688
2018-03-12 16:15:19.941288,-0.3799999952316284,-0.1809999942779541,-9.607000350952148,0.00010099999781232327,-0.0005150000215508044,3.7000001611886546e-05,-2.2669999599456787,1.0729999542236328,-77.01200103759766
2018-03-12 16:15:20.051754,-0.39899998903274536,-0.1899999976158142,-9.586000442504883,5.8000001445179805e-05,-0.0006559999892488122,0.0002579999854788184,-2.2660000324249268,1.0720000267028809,-77.01100158691406
2018-03-12 16:15:20.161184,-0.3869999945163727,-0.18199999630451202,-9.609999656677246,0.0015249999705702066,-0.0007600000244565308,9.000000136438757e-05,-2.265000104904175,1.069000005722046,-77.01300048828125
2018-03-12 16:15:20.271621,-0.38199999928474426,-0.1809999942779541,-9.590999603271484,-5.6000000768108293e-05,0.0003100000030826777,0.0004670000053010881,-2.2660000324249268,1.069000005722046,-77.01699829101562
2018-03-12 16:15:20.390789,-0.39100000262260437,-0.1770000010728836,-9.625,0.0003169999981764704,-4.400000034365803e-05,3.7000001611886546e-05,-2.2639999389648438,1.069000005722046,-77.01899719238281
2018-03-12 16:15:20.500080,-0.3709999918937683,-0.1809999942779541,-9.616000175476074,-0.0012740000383928418,0.0003809999907389283,-0.0002579999854788184,-2.263000011444092,1.0700000524520874,-77.02200317382812
2018-03-12 16:15:20.610547,-0.367000013589859,-0.1599999964237213,-9.581999778747559,0.00018899999849963933,-0.0003910000086762011,0.0003859999997075647,-2.26200008392334,1.0709999799728394,-77.02200317382812
2018-03-12 16:15:20.720988,-0.4009999930858612,-0.1720000058412552,-9.616000175476074,-0.0005029999883845448,0.0010730000212788582,-0.0004490000137593597,-2.263000011444092,1.0720000267028809,-77.0260009765625
2018-03-12 16:15:20.831577,-0.37299999594688416,-0.17499999701976776,-9.57699966430664,-0.0008660000166855752,-0.0012080000014975667,0.0011970000341534615,-2.2639999389648438,1.0709999799728394,-77.02400207519531
2018-03-12 16:15:20.942052,-0.38499999046325684,-0.1899999976158142,-9.604999542236328,0.0014049999881535769,-0.000307999987853691,-4.5000000682193786e-05,-2.263000011444092,1.069000005722046,-77.01799774169922
2018-03-12 16:15:21.060076,-0.38199999928474426,-0.17599999904632568,-9.626999855041504,0.00010699999984353781,-0.00010199999815085903,-1.5999999959603883e-05,-2.26200008392334,1.0700000524520874,-77.01499938964844
2018-03-12 16:15:21.171004,-0.3799999952316284,-0.1940000057220459,-9.605999946594238,-0.0003859999997075647,0.001825000043027103,-6.399999983841553e-05,-2.26200008392334,1.069000005722046,-77.01699829101562
2018-03-12 16:15:21.281060,-0.3889999985694885,-0.1770000010728836,-9.621999740600586,-0.00010399999882793054,0.0013279999839141965,0.0004450000124052167,-2.259999990463257,1.0700000524520874,-77.02400207519531
2018-03-12 16:15:21.391504,-0.3659999966621399,-0.17800000309944153,-9.595999717712402,0.00047500000800937414,-0.00013800000306218863,-2.2000000171829015e-05,-2.263000011444092,1.069000005722046,-77.02200317382812
2018-03-12 16:15:21.500810,-0.3959999978542328,-0.16699999570846558,-9.633000373840332,0.00046800001291558146,0.0007580000092275441,0.0001939999929163605,-2.2639999389648438,1.069000005722046,-77.02200317382812
2018-03-12 16:15:21.611364,-0.37299999594688416,-0.19099999964237213,-9.581999778747559,-0.00013800000306218863,0.00030399998649954796,0.00018699999782256782,-2.2669999599456787,1.0709999799728394,-77.02200317382812
2018-03-12 16:15:21.730605,-0.38199999928474426,-0.1850000023841858,-9.572999954223633,0.00030300000798888505,-0.00039000000106170774,0.00021300000662449747,-2.2660000324249268,1.069000005722046,-77.0260009765625
2018-03-12 16:15:21.841084,-0.38199999928474426,-0.20100000500679016,-9.597000122070312,0.00015700000221841037,-7.100000220816582e-05,0.0011060000397264957,-2.2679998874664307,1.0700000524520874,-77.02799987792969
2018-03-12 16:15:21.950342,-0.37700000405311584,-0.17499999701976776,-9.611000061035156,0.0004220000118948519,-0.001108999946154654,-0.0007249999907799065,-2.2669999599456787,1.0729999542236328,-77.02899932861328
2018-03-12 16:15:22.060719,-0.3709999918937683,-0.1940000057220459,-9.579999923706055,-9.100000170292333e-05,-8.70000003487803e-05,-0.0007060000207275152,-2.2690000534057617,1.0720000267028809,-77.03099822998047
2018-03-12 16:15:22.172679,-0.38100001215934753,-0.17900000512599945,-9.609999656677246,-0.0012519999872893095,-9.999999747378752e-06,0.0003239999932702631,-2.2699999809265137,1.0720000267028809,-77.04100036621094
2018-03-12 16:15:22.282692,-0.3779999911785126,-0.17100000381469727,-9.588000297546387,0.0004870000120718032,-0.0009399999980814755,-0.0004250000056345016,-2.2709999084472656,1.069000005722046,-77.04199981689453
2018-03-12 16:15:22.399797,-0.36800000071525574,-0.14800000190734863,-9.623000144958496,0.0005319999763742089,0.0005489999894052744,-0.000678999989759177,-2.2720000743865967,1.0679999589920044,-77.04299926757812
2018-03-12 16:15:22.510199,-0.39800000190734863,-0.1469999998807907,-9.569000244140625,0.0004990000161342323,0.0003589999978430569,0.0012600000482052565,-2.2739999294281006,1.0700000524520874,-77.0469970703125
2018-03-12 16:15:22.620735,-0.39100000262260437,-0.17299999296665192,-9.597999572753906,0.00013600000238511711,0.0005159999709576368,-0.0011490000179037452,-2.2730000019073486,1.0679999589920044,-77.0469970703125
2018-03-12 16:15:22.731237,-0.4020000100135803,-0.1940000057220459,-9.567999839782715,-0.0005419999943114817,-0.0005789999850094318,0.0007130000158213079,-2.2739999294281006,1.0670000314712524,-77.05500030517578
2018-03-12 16:15:22.841961,-0.37599998712539673,-0.19099999964237213,-9.635000228881836,0.0005789999850094318,-0.00203000009059906,0.00017299999308306724,-2.2750000953674316,1.065999984741211,-77.05799865722656
