time,accel_x,accel_y,accel_z,ang_x,ang_y,ang_z,pitch,roll,yaw
2018-03-22 17:24:01.041236,0.07500000298023224,-0.3720000088214874,-9.619000434875488,-0.00013000000035390258,-0.0014039999805390835,0.0011480000102892518,0.4339999854564667,2.3610000610351562,-99.19499969482422
2018-03-22 17:24:01.151576,0.09300000220537186,-0.4050000011920929,-9.605999946594238,-0.0011419999646022916,0.0008159999852068722,0.0010610000463202596,0.43299999833106995,2.3610000610351562,-99.19400024414062
2018-03-22 17:24:01.269482,0.07500000298023224,-0.3889999985694885,-9.58899974822998,-9.899999713525176e-05,0.0001990000018849969,-0.00011200000153621659,0.4320000112056732,2.359999895095825,-99.19300079345703
2018-03-22 17:24:01.380712,0.0689999982714653,-0.3889999985694885,-9.593999862670898,-0.00041099998634308577,0.00015999999595806003,0.00025099999038502574,0.4339999854564667,2.3589999675750732,-99.19599914550781
2018-03-22 17:24:01.490462,0.07400000095367432,-0.38199999928474426,-9.597999572753906,-0.0002899999963119626,0.00024500000290572643,0.0011620000004768372,0.4350000023841858,2.3589999675750732,-99.19599914550781
2018-03-22 17:24:01.601017,0.07800000160932541,-0.39899998903274536,-9.633999824523926,-0.00016599999798927456,-0.0017010000301524997,-0.0013589999871328473,0.43299999833106995,2.3570001125335693,-99.19499969482422
2018-03-22 17:24:01.711582,0.06300000101327896,-0.39800000190734863,-9.58899974822998,-0.00016199999663513154,-0.0008229999803006649,0.0010239999974146485,0.4309999942779541,2.3589999675750732,-99.1969985961914
2018-03-22 17:24:01.820662,0.07599999755620956,-0.41499999165534973,-9.588000297546387,0.00021800000104121864,0.00027600000612437725,-0.0006419999990612268,0.42800000309944153,2.3580000400543213,-99.1989974975586
2018-03-22 17:24:01.940214,0.07599999755620956,-0.40799999237060547,-9.637999534606934,0.0005830000154674053,0.0009800000116229057,-8.600000001024455e-05,0.4309999942779541,2.3589999675750732,-99.19999694824219
2018-03-22 17:24:02.050500,0.07199999690055847,-0.4099999964237213,-9.607999801635742,-0.0012280000373721123,0.000514000013936311,-0.0006009999779053032,0.4309999942779541,2.3589999675750732,-99.2020034790039
