run,filename,t_start,t_stop,sim_file,d48_kp,d48_ks,d48_ka,d48_vd,d48_pd
0,/DCIM/100GOPRO/GOPR0340.MP4,2018-03-23 16:32:26.636676,2018-03-23 16:39:55.687522,/home/pi/Desktop/git_repos/GLO/tracking/ptu_simulations/speed_bins.csv,5.0,1.0,1.0,0.0,0.0
