cmd_num,delay,ptu_ebay_cmd,ptu_d48_cmd
160,20.8,ps100,
161,20.9,ps100,
162,21.0,ps99,
163,21.1,ps99,
164,21.2,ps99,
165,21.3,ps99,
166,21.4,ps99,
167,21.5,ps99,
168,21.6,ps99,
169,21.7,ps98,
170,21.8,ps98,
171,21.9,ps98,
172,22.0,ps98,
173,22.1,ps98,
174,22.2,ps97,
175,22.3,ps97,
176,22.4,ps97,
177,22.5,ps97,
178,22.6,ps96,
179,22.7,ps96,
180,22.8,ps96,
181,22.9,ps95,
182,23.0,ps95,
183,23.1,ps95,
184,23.2,ps94,
185,23.3,ps94,
186,23.4,ps94,
187,23.5,ps93,
188,23.6,ps93,
189,23.7,ps93,
190,23.8,ps92,
191,23.9,ps92,
192,24.0,ps91,
193,24.1,ps91,
194,24.2,ps90,
195,24.3,ps90,
196,24.4,ps90,
197,24.5,ps89,
198,24.6,ps89,
199,24.7,ps88,
200,24.8,ps88,
201,24.9,ps87,
202,25.0,ps87,
203,25.1,ps86,
204,25.2,ps86,
205,25.3,ps85,
206,25.4,ps84,
207,25.5,ps84,
208,25.6,ps83,
209,25.7,ps83,
210,25.8,ps82,
211,25.9,ps82,
212,26.0,ps81,
213,26.1,ps80,
214,26.2,ps80,
215,26.3,ps79,
216,26.4,ps78,
217,26.5,ps78,
218,26.6,ps77,
219,26.7,ps76,
220,26.8,ps76,
221,26.9,ps75,
222,27.0,ps74,
223,27.1,ps74,
224,27.2,ps73,
225,27.3,ps72,
226,27.4,ps71,
227,27.5,ps71,
228,27.6,ps70,
229,27.7,ps69,
230,27.8,ps68,
231,27.9,ps68,
232,28.0,ps67,
233,28.1,ps66,
234,28.2,ps65,
235,28.3,ps65,
236,28.4,ps64,
237,28.5,ps63,
238,28.6,ps62,
239,28.7,ps61,
240,28.8,ps60,
241,28.9,ps60,
242,29.0,ps59,
243,29.1,ps58,
244,29.2,ps57,
245,29.3,ps56,
246,29.4,ps55,
247,29.5,ps54,
248,29.6,ps54,
249,29.7,ps53,
250,29.8,ps52,
251,29.9,ps51,
252,30.0,ps50,
253,30.1,ps49,
254,30.2,ps48,
255,30.3,ps47,
256,30.4,ps46,
257,30.5,ps45,
258,30.6,ps44,
259,30.7,ps44,
260,30.8,ps43,
261,30.9,ps42,
262,31.0,ps41,
263,31.1,ps40,
264,31.2,ps39,
265,31.3,ps38,
266,31.4,ps37,
267,31.5,ps36,
268,31.6,ps35,
269,31.7,ps34,
270,31.8,ps33,
271,31.9,ps32,
272,32.0,ps31,
273,32.1,ps30,
274,32.2,ps29,
275,32.3,ps28,
276,32.4,ps27,
277,32.5,ps26,
278,32.6,ps25,
279,32.7,ps24,
280,32.8,ps23,
281,32.9,ps22,
282,33.0,ps21,
283,33.1,ps20,
284,33.2,ps19,
285,33.3,ps18,
286,33.4,ps17,
287,33.5,ps16,
288,33.6,ps15,
289,33.7,ps14,
290,33.8,ps13,
291,33.9,ps11,
292,34.0,ps10,
293,34.1,ps9,
294,34.2,ps8,
295,34.3,ps7,
296,34.4,ps6,
297,34.5,ps5,
298,34.6,ps4,
299,34.7,ps3,
300,34.8,ps2,
301,34.9,ps1,
302,35.0,ps0,
303,35.1,ps-1,
304,35.2,ps-2,
305,35.3,ps-3,
306,35.4,ps-4,
307,35.5,ps-5,
308,35.6,ps-6,
309,35.7,ps-7,
310,35.8,ps-8,
311,35.9,ps-9,
312,36.0,ps-10,
313,36.1,ps-11,
314,36.2,ps-13,
315,36.3,ps-14,
316,36.4,ps-15,
317,36.5,ps-16,
318,36.6,ps-17,
319,36.7,ps-18,
320,36.8,ps-19,
321,36.9,ps-20,
322,37.0,ps-21,
323,37.1,ps-22,
324,37.2,ps-23,
325,37.3,ps-24,
326,37.4,ps-25,
327,37.5,ps-26,
328,37.6,ps-27,
329,37.7,ps-28,
330,37.8,ps-29,
331,37.9,ps-30,
332,38.0,ps-31,
333,38.1,ps-32,
334,38.2,ps-33,
335,38.3,ps-34,
336,38.4,ps-35,
337,38.5,ps-36,
338,38.6,ps-37,
339,38.7,ps-38,
340,38.8,ps-39,
341,38.9,ps-40,
342,39.0,ps-41,
343,39.1,ps-42,
344,39.2,ps-43,
345,39.3,ps-44,
346,39.4,ps-44,
347,39.5,ps-45,
348,39.6,ps-46,
349,39.7,ps-47,
350,39.8,ps-48,
351,39.9,ps-49,
352,40.0,ps-50,
353,40.1,ps-51,
354,40.2,ps-52,
355,40.3,ps-53,
356,40.4,ps-54,
357,40.5,ps-54,
358,40.6,ps-55,
359,40.7,ps-56,
360,40.8,ps-57,
361,40.9,ps-58,
362,41.0,ps-59,
363,41.1,ps-60,
364,41.2,ps-60,
365,41.3,ps-61,
366,41.4,ps-62,
367,41.5,ps-63,
368,41.6,ps-64,
369,41.7,ps-65,
370,41.8,ps-65,
371,41.9,ps-66,
372,42.0,ps-67,
373,42.1,ps-68,
374,42.2,ps-68,
375,42.3,ps-69,
376,42.4,ps-70,
377,42.5,ps-71,
378,42.6,ps-71,
379,42.7,ps-72,
380,42.8,ps-73,
381,42.9,ps-74,
382,43.0,ps-74,
383,43.1,ps-75,
384,43.2,ps-76,
385,43.3,ps-76,
386,43.4,ps-77,
387,43.5,ps-78,
388,43.6,ps-78,
389,43.7,ps-79,
390,43.8,ps-80,
391,43.9,ps-80,
392,44.0,ps-81,
393,44.1,ps-82,
394,44.2,ps-82,
395,44.3,ps-83,
396,44.4,ps-83,
397,44.5,ps-84,
398,44.6,ps-84,
399,44.7,ps-85,
400,44.8,ps-86,
401,44.9,ps-86,
402,45.0,ps-87,
403,45.1,ps-87,
404,45.2,ps-88,
405,45.3,ps-88,
406,45.4,ps-89,
407,45.5,ps-89,
408,45.6,ps-90,
409,45.7,ps-90,
410,45.8,ps-90,
411,45.9,ps-91,
412,46.0,ps-91,
413,46.1,ps-92,
414,46.2,ps-92,
415,46.3,ps-93,
416,46.4,ps-93,
417,46.5,ps-93,
418,46.6,ps-94,
419,46.7,ps-94,
420,46.8,ps-94,
421,46.9,ps-95,
422,47.0,ps-95,
423,47.1,ps-95,
424,47.2,ps-96,
425,47.3,ps-96,
426,47.4,ps-96,
427,47.5,ps-97,
428,47.6,ps-97,
429,47.7,ps-97,
430,47.8,ps-97,
431,47.9,ps-98,
432,48.0,ps-98,
433,48.1,ps-98,
434,48.2,ps-98,
435,48.3,ps-98,
436,48.4,ps-99,
437,48.5,ps-99,
438,48.6,ps-99,
439,48.7,ps-99,
440,48.8,ps-99,
441,48.9,ps-99,
442,49.0,ps-99,
443,49.1,ps-100,
444,49.2,ps-100,
445,49.3,ps-100,
446,49.4,ps-100,
447,49.5,ps-100,
448,49.6,ps-100,
449,49.7,ps-100,
450,49.8,ps-100,
451,49.9,ps-100,
452,50.0,ps-100,
453,50.1,ps-100,
454,50.2,ps-100,
455,50.3,ps-100,
456,50.4,ps-100,
457,50.5,ps-100,
458,50.6,ps-100,
459,50.7,ps-100,
460,50.8,ps-100,
461,50.9,ps-100,
462,51.0,ps-99,
463,51.1,ps-99,
464,51.2,ps-99,
465,51.3,ps-99,
466,51.4,ps-99,
467,51.5,ps-99,
468,51.6,ps-99,
469,51.7,ps-98,
470,51.8,ps-98,
471,51.9,ps-98,
472,52.0,ps-98,
473,52.1,ps-98,
474,52.2,ps-97,
475,52.3,ps-97,
476,52.4,ps-97,
477,52.5,ps-97,
478,52.6,ps-96,
479,52.7,ps-96,
480,52.8,ps-96,
481,52.9,ps-95,
482,53.0,ps-95,
483,53.1,ps-95,
484,53.2,ps-94,
485,53.3,ps-94,
486,53.4,ps-94,
487,53.5,ps-93,
488,53.6,ps-93,
489,53.7,ps-93,
490,53.8,ps-92,
491,53.9,ps-92,
492,54.0,ps-91,
493,54.1,ps-91,
494,54.2,ps-90,
495,54.3,ps-90,
496,54.4,ps-90,
497,54.5,ps-89,
498,54.6,ps-89,
499,54.7,ps-88,
500,54.8,ps-88,
501,54.9,ps-87,
502,55.0,ps-87,
503,55.1,ps-86,
504,55.2,ps-86,
505,55.3,ps-85,
506,55.4,ps-84,
507,55.5,ps-84,
508,55.6,ps-83,
509,55.7,ps-83,
510,55.8,ps-82,
511,55.9,ps-82,
512,56.0,ps-81,
513,56.1,ps-80,
514,56.2,ps-80,
515,56.3,ps-79,
516,56.4,ps-78,
517,56.5,ps-78,
518,56.6,ps-77,
519,56.7,ps-76,
520,56.8,ps-76,
521,56.9,ps-75,
522,57.0,ps-74,
523,57.1,ps-74,
524,57.2,ps-73,
525,57.3,ps-72,
526,57.4,ps-71,
527,57.5,ps-71,
528,57.6,ps-70,
529,57.7,ps-69,
530,57.8,ps-68,
531,57.9,ps-68,
532,58.0,ps-67,
533,58.1,ps-66,
534,58.2,ps-65,
535,58.3,ps-65,
536,58.4,ps-64,
537,58.5,ps-63,
538,58.6,ps-62,
539,58.7,ps-61,
540,58.8,ps-60,
541,58.9,ps-60,
542,59.0,ps-59,
543,59.1,ps-58,
544,59.2,ps-57,
545,59.3,ps-56,
546,59.4,ps-55,
547,59.5,ps-54,
548,59.6,ps-54,
549,59.7,ps-53,
550,59.8,ps-52,
551,59.9,ps-51,
552,60.0,ps-50,
553,60.1,ps-49,
554,60.2,ps-48,
555,60.3,ps-47,
556,60.4,ps-46,
557,60.5,ps-45,
558,60.6,ps-44,
559,60.7,ps-44,
560,60.8,ps-43,
561,60.9,ps-42,
562,61.0,ps-41,
563,61.1,ps-40,
564,61.2,ps-39,
565,61.3,ps-38,
566,61.4,ps-37,
567,61.5,ps-36,
568,61.6,ps-35,
569,61.7,ps-34,
570,61.8,ps-33,
571,61.9,ps-32,
572,62.0,ps-31,
573,62.1,ps-30,
574,62.2,ps-29,
575,62.3,ps-28,
576,62.4,ps-27,
577,62.5,ps-26,
578,62.6,ps-25,
579,62.7,ps-24,
580,62.8,ps-23,
581,62.9,ps-22,
582,63.0,ps-21,
583,63.1,ps-20,
584,63.2,ps-19,
585,63.3,ps-18,
586,63.4,ps-17,
587,63.5,ps-16,
588,63.6,ps-15,
589,63.7,ps-14,
590,63.8,ps-13,
591,63.9,ps-11,
592,64.0,ps-10,
593,64.1,ps-9,
594,64.2,ps-8,
595,64.3,ps-7,
596,64.4,ps-6,
597,64.5,ps-5,
598,64.6,ps-4,
599,64.7,ps-3,
600,64.8,ps-2,
601,64.9,ps-1,
602,65.0,ps0,
603,65.1,ps1,
604,65.2,ps2,
605,65.3,ps3,
606,65.4,ps4,
607,65.5,ps5,
608,65.6,ps6,
609,65.7,ps7,
610,65.8,ps8,
611,65.9,ps9,
612,66.0,ps10,
613,66.1,ps11,
614,66.2,ps13,
615,66.3,ps14,
616,66.4,ps15,
617,66.5,ps16,
618,66.6,ps17,
619,66.7,ps18,
620,66.8,ps19,
621,66.9,ps20,
622,67.0,ps21,
623,67.1,ps22,
624,67.2,ps23,
625,67.3,ps24,
626,67.4,ps25,
627,67.5,ps26,
628,67.6,ps27,
629,67.7,ps28,
630,67.8,ps29,
631,67.9,ps30,
632,68.0,ps31,
633,68.1,ps32,
634,68.2,ps33,
635,68.3,ps34,
636,68.4,ps35,
637,68.5,ps36,
638,68.6,ps37,
639,68.7,ps38,
640,68.8,ps39,
641,68.9,ps40,
642,69.0,ps41,
643,69.1,ps42,
644,69.2,ps43,
645,69.3,ps44,
646,69.4,ps44,
647,69.5,ps45,
648,69.6,ps46,
649,69.7,ps47,
650,69.8,ps48,
651,69.9,ps49,
652,70.0,ps50,
653,70.1,ps51,
654,70.2,ps52,
655,70.3,ps53,
656,70.4,ps54,
657,70.5,ps54,
658,70.6,ps55,
659,70.7,ps56,
660,70.8,ps57,
661,70.9,ps58,
662,71.0,ps59,
663,71.1,ps60,
664,71.2,ps60,
665,71.3,ps61,
666,71.4,ps62,
667,71.5,ps63,
668,71.6,ps64,
669,71.7,ps65,
670,71.8,ps65,
671,71.9,ps66,
672,72.0,ps67,
673,72.1,ps68,
674,72.2,ps68,
675,72.3,ps69,
676,72.4,ps70,
677,72.5,ps71,
678,72.6,ps71,
679,72.7,ps72,
680,72.8,ps73,
681,72.9,ps74,
682,73.0,ps74,
683,73.1,ps75,
684,73.2,ps76,
685,73.3,ps76,
686,73.4,ps77,
687,73.5,ps78,
688,73.6,ps78,
689,73.7,ps79,
690,73.8,ps80,
691,73.9,ps80,
692,74.0,ps81,
693,74.1,ps82,
694,74.2,ps82,
695,74.3,ps83,
696,74.4,ps83,
697,74.5,ps84,
698,74.6,ps84,
699,74.7,ps85,
700,74.8,ps86,
701,74.9,ps86,
702,75.0,ps87,
703,75.1,ps87,
704,75.2,ps88,
705,75.3,ps88,
706,75.4,ps89,
707,75.5,ps89,
708,75.6,ps90,
709,75.7,ps90,
710,75.8,ps90,
711,75.9,ps91,
712,76.0,ps91,
713,76.1,ps92,
714,76.2,ps92,
715,76.3,ps93,
716,76.4,ps93,
717,76.5,ps93,
718,76.6,ps94,
719,76.7,ps94,
720,76.8,ps94,
721,76.9,ps95,
722,77.0,ps95,
723,77.1,ps95,
724,77.2,ps96,
725,77.3,ps96,
726,77.4,ps96,
727,77.5,ps97,
728,77.6,ps97,
729,77.7,ps97,
730,77.8,ps97,
731,77.9,ps98,
732,78.0,ps98,
733,78.1,ps98,
734,78.2,ps98,
735,78.3,ps98,
736,78.4,ps99,
737,78.5,ps99,
738,78.6,ps99,
739,78.7,ps99,
740,78.8,ps99,
741,78.9,ps99,
742,79.0,ps99,
743,79.1,ps100,
744,79.2,ps100,
745,79.3,ps100,
746,79.4,ps100,
747,79.5,ps100,
748,79.6,ps100,
749,79.7,ps100,
750,79.8,ps100,
751,79.9,ps100,
752,80.0,ps100,
753,80.1,ps100,
754,80.2,ps100,
755,80.3,ps100,
756,80.4,ps100,
757,80.5,ps100,
758,80.6,ps100,
759,80.7,ps100,
760,80.8,ps100,
761,80.9,ps100,
762,81.0,ps99,
763,81.1,ps99,
764,81.2,ps99,
765,81.3,ps99,
766,81.4,ps99,
767,81.5,ps99,
768,81.6,ps99,
769,81.7,ps98,
770,81.8,ps98,
771,81.9,ps98,
772,82.0,ps98,
773,82.1,ps98,
774,82.2,ps97,
775,82.3,ps97,
776,82.4,ps97,
777,82.5,ps97,
778,82.6,ps96,
779,82.7,ps96,
780,82.8,ps96,
781,82.9,ps95,
782,83.0,ps95,
783,83.1,ps95,
784,83.2,ps94,
785,83.3,ps94,
786,83.4,ps94,
787,83.5,ps93,
788,83.6,ps93,
789,83.7,ps93,
790,83.8,ps92,
791,83.9,ps92,
792,84.0,ps91,
793,84.1,ps91,
794,84.2,ps90,
795,84.3,ps90,
796,84.4,ps90,
797,84.5,ps89,
798,84.6,ps89,
799,84.7,ps88,
800,84.8,ps88,
801,84.9,ps87,
802,85.0,ps87,
803,85.1,ps86,
804,85.2,ps86,
805,85.3,ps85,
806,85.4,ps84,
807,85.5,ps84,
808,85.6,ps83,
809,85.7,ps83,
810,85.8,ps82,
811,85.9,ps82,
812,86.0,ps81,
813,86.1,ps80,
814,86.2,ps80,
815,86.3,ps79,
816,86.4,ps78,
817,86.5,ps78,
818,86.6,ps77,
819,86.7,ps76,
820,86.8,ps76,
821,86.9,ps75,
822,87.0,ps74,
823,87.1,ps74,
824,87.2,ps73,
825,87.3,ps72,
826,87.4,ps71,
827,87.5,ps71,
828,87.6,ps70,
829,87.7,ps69,
830,87.8,ps68,
831,87.9,ps68,
832,88.0,ps67,
833,88.1,ps66,
834,88.2,ps65,
835,88.3,ps65,
836,88.4,ps64,
837,88.5,ps63,
838,88.6,ps62,
839,88.7,ps61,
840,88.8,ps60,
841,88.9,ps60,
842,89.0,ps59,
843,89.1,ps58,
844,89.2,ps57,
845,89.3,ps56,
846,89.4,ps55,
847,89.5,ps54,
848,89.6,ps54,
849,89.7,ps53,
850,89.8,ps52,
851,89.9,ps51,
852,90.0,ps50,
853,90.1,ps49,
854,90.2,ps48,
855,90.3,ps47,
856,90.4,ps46,
857,90.5,ps45,
858,90.6,ps44,
859,90.7,ps44,
860,90.8,ps43,
861,90.9,ps42,
862,91.0,ps41,
863,91.1,ps40,
864,91.2,ps39,
865,91.3,ps38,
866,91.4,ps37,
867,91.5,ps36,
868,91.6,ps35,
869,91.7,ps34,
870,91.8,ps33,
871,91.9,ps32,
872,92.0,ps31,
873,92.1,ps30,
874,92.2,ps29,
875,92.3,ps28,
876,92.4,ps27,
877,92.5,ps26,
878,92.6,ps25,
879,92.7,ps24,
880,92.8,ps23,
881,92.9,ps22,
882,93.0,ps21,
883,93.1,ps20,
884,93.2,ps19,
885,93.3,ps18,
886,93.4,ps17,
887,93.5,ps16,
888,93.6,ps15,
889,93.7,ps14,
890,93.8,ps13,
891,93.9,ps11,
892,94.0,ps10,
893,94.1,ps9,
894,94.2,ps8,
895,94.3,ps7,
896,94.4,ps6,
897,94.5,ps5,
898,94.6,ps4,
899,94.7,ps3,
900,94.8,ps2,
901,94.9,ps1,
902,95.0,ps0,
903,95.1,ps-1,
904,95.2,ps-2,
905,95.3,ps-3,
906,95.4,ps-4,
907,95.5,ps-5,
908,95.6,ps-6,
909,95.7,ps-7,
910,95.8,ps-8,
911,95.9,ps-9,
912,96.0,ps-10,
913,96.1,ps-11,
914,96.2,ps-13,
915,96.3,ps-14,
916,96.4,ps-15,
917,96.5,ps-16,
918,96.6,ps-17,
919,96.7,ps-18,
920,96.8,ps-19,
921,96.9,ps-20,
922,97.0,ps-21,
923,97.1,ps-22,
924,97.2,ps-23,
925,97.3,ps-24,
926,97.4,ps-25,
927,97.5,ps-26,
928,97.6,ps-27,
929,97.7,ps-28,
930,97.8,ps-29,
931,97.9,ps-30,
932,98.0,ps-31,
933,98.1,ps-32,
934,98.2,ps-33,
935,98.3,ps-34,
936,98.4,ps-35,
937,98.5,ps-36,
938,98.6,ps-37,
939,98.7,ps-38,
940,98.8,ps-39,
941,98.9,ps-40,
942,99.0,ps-41,
943,99.1,ps-42,
944,99.2,ps-43,
945,99.3,ps-44,
946,99.4,ps-44,
947,99.5,ps-45,
948,99.6,ps-46,
949,99.7,ps-47,
950,99.8,ps-48,
951,99.9,ps-49,
952,100.0,ps-50,
953,100.1,ps-51,
954,100.2,ps-52,
955,100.3,ps-53,
956,100.4,ps-54,
957,100.5,ps-54,
958,100.6,ps-55,
959,100.7,ps-56,
960,100.8,ps-57,
961,100.9,ps-58,
962,101.0,ps-59,
963,101.1,ps-60,
964,101.2,ps-60,
965,101.3,ps-61,
966,101.4,ps-62,
967,101.5,ps-63,
968,101.6,ps-64,
969,101.7,ps-65,
970,101.8,ps-65,
971,101.9,ps-66,
972,102.0,ps-67,
973,102.1,ps-68,
974,102.2,ps-68,
975,102.3,ps-69,
976,102.4,ps-70,
977,102.5,ps-71,
978,102.6,ps-71,
979,102.7,ps-72,
980,102.8,ps-73,
981,102.9,ps-74,
982,103.0,ps-74,
983,103.1,ps-75,
984,103.2,ps-76,
985,103.3,ps-76,
986,103.4,ps-77,
987,103.5,ps-78,
988,103.6,ps-78,
989,103.7,ps-79,
990,103.8,ps-80,
991,103.9,ps-80,
992,104.0,ps-81,
993,104.1,ps-82,
994,104.2,ps-82,
995,104.3,ps-83,
996,104.4,ps-83,
997,104.5,ps-84,
998,104.6,ps-84,
999,104.7,ps-85,
1000,104.8,ps-86,
1001,104.9,ps-86,
1002,105.0,ps-87,
1003,105.1,ps-87,
1004,105.2,ps-88,
1005,105.3,ps-88,
1006,105.4,ps-89,
1007,105.5,ps-89,
1008,105.6,ps-90,
1009,105.7,ps-90,
1010,105.8,ps-90,
1011,105.9,ps-91,
1012,106.0,ps-91,
1013,106.1,ps-92,
1014,106.2,ps-92,
1015,106.3,ps-93,
1016,106.4,ps-93,
1017,106.5,ps-93,
1018,106.6,ps-94,
1019,106.7,ps-94,
1020,106.8,ps-94,
1021,106.9,ps-95,
1022,107.0,ps-95,
1023,107.1,ps-95,
1024,107.2,ps-96,
1025,107.3,ps-96,
1026,107.4,ps-96,
1027,107.5,ps-97,
1028,107.6,ps-97,
1029,107.7,ps-97,
1030,107.8,ps-97,
1031,107.9,ps-98,
1032,108.0,ps-98,
1033,108.1,ps-98,
1034,108.2,ps-98,
1035,108.3,ps-98,
1036,108.4,ps-99,
1037,108.5,ps-99,
1038,108.6,ps-99,
1039,108.7,ps-99,
1040,108.8,ps-99,
1041,108.9,ps-99,
1042,109.0,ps-99,
1043,109.1,ps-100,
1044,109.2,ps-100,
1045,109.3,ps-100,
1046,109.4,ps-100,
1047,109.5,ps-100,
1048,109.6,ps-100,
1049,109.7,ps-100,
1050,109.8,ps-100,
1051,109.9,ps-100,
1052,110.0,ps-100,
1053,110.1,ps-100,
1054,110.2,ps-100,
1055,110.3,ps-100,
1056,110.4,ps-100,
1057,110.5,ps-100,
1058,110.6,ps-100,
1059,110.7,ps-100,
1060,110.8,ps-100,
1061,110.9,ps-100,
1062,111.0,ps-99,
1063,111.1,ps-99,
1064,111.2,ps-99,
1065,111.3,ps-99,
1066,111.4,ps-99,
1067,111.5,ps-99,
1068,111.6,ps-99,
1069,111.7,ps-98,
1070,111.8,ps-98,
1071,111.9,ps-98,
1072,112.0,ps-98,
1073,112.1,ps-98,
1074,112.2,ps-97,
1075,112.3,ps-97,
1076,112.4,ps-97,
1077,112.5,ps-97,
1078,112.6,ps-96,
1079,112.7,ps-96,
1080,112.8,ps-96,
1081,112.9,ps-95,
1082,113.0,ps-95,
1083,113.1,ps-95,
1084,113.2,ps-94,
1085,113.3,ps-94,
1086,113.4,ps-94,
1087,113.5,ps-93,
1088,113.6,ps-93,
1089,113.7,ps-93,
1090,113.8,ps-92,
1091,113.9,ps-92,
1092,114.0,ps-91,
1093,114.1,ps-91,
1094,114.2,ps-90,
1095,114.3,ps-90,
1096,114.4,ps-90,
1097,114.5,ps-89,
1098,114.6,ps-89,
1099,114.7,ps-88,
1100,114.8,ps-88,
1101,114.9,ps-87,
1102,115.0,ps-87,
1103,115.1,ps-86,
1104,115.2,ps-86,
1105,115.3,ps-85,
1106,115.4,ps-84,
1107,115.5,ps-84,
1108,115.6,ps-83,
1109,115.7,ps-83,
1110,115.8,ps-82,
1111,115.9,ps-82,
1112,116.0,ps-81,
1113,116.1,ps-80,
1114,116.2,ps-80,
1115,116.3,ps-79,
1116,116.4,ps-78,
1117,116.5,ps-78,
1118,116.6,ps-77,
1119,116.7,ps-76,
1120,116.8,ps-76,
1121,116.9,ps-75,
1122,117.0,ps-74,
1123,117.1,ps-74,
1124,117.2,ps-73,
1125,117.3,ps-72,
1126,117.4,ps-71,
1127,117.5,ps-71,
1128,117.6,ps-70,
1129,117.7,ps-69,
1130,117.8,ps-68,
1131,117.9,ps-68,
1132,118.0,ps-67,
1133,118.1,ps-66,
1134,118.2,ps-65,
1135,118.3,ps-65,
1136,118.4,ps-64,
1137,118.5,ps-63,
1138,118.6,ps-62,
1139,118.7,ps-61,
1140,118.8,ps-60,
1141,118.9,ps-60,
1142,119.0,ps-59,
1143,119.1,ps-58,
1144,119.2,ps-57,
1145,119.3,ps-56,
1146,119.4,ps-55,
1147,119.5,ps-54,
1148,119.6,ps-54,
1149,119.7,ps-53,
1150,119.8,ps-52,
1151,119.9,ps-51,
1152,120.0,ps-50,
1153,120.1,ps-49,
1154,120.2,ps-48,
1155,120.3,ps-47,
1156,120.4,ps-46,
1157,120.5,ps-45,
1158,120.6,ps-44,
1159,120.7,ps-44,
1160,120.8,ps-43,
1161,120.9,ps-42,
1162,121.0,ps-41,
1163,121.1,ps-40,
1164,121.2,ps-39,
1165,121.3,ps-38,
1166,121.4,ps-37,
1167,121.5,ps-36,
1168,121.6,ps-35,
1169,121.7,ps-34,
1170,121.8,ps-33,
1171,121.9,ps-32,
1172,122.0,ps-31,
1173,122.1,ps-30,
1174,122.2,ps-29,
1175,122.3,ps-28,
1176,122.4,ps-27,
1177,122.5,ps-26,
1178,122.6,ps-25,
1179,122.7,ps-24,
1180,122.8,ps-23,
1181,122.9,ps-22,
1182,123.0,ps-21,
1183,123.1,ps-20,
1184,123.2,ps-19,
1185,123.3,ps-18,
1186,123.4,ps-17,
1187,123.5,ps-16,
1188,123.6,ps-15,
1189,123.7,ps-14,
1190,123.8,ps-13,
1191,123.9,ps-11,
1192,124.0,ps-10,
1193,124.1,ps-9,
1194,124.2,ps-8,
