frame,time_elapsed,laser_cen_x,laser_cen_y,laser_radius,laser_on
1,8.341666666666667,,,,False
2,16.683333333333334,621.5,335.60638427734375,24.03156280517578,True
3,25.025000000000002,620.5,335.5851135253906,23.843481063842773,True
4,33.36666666666667,620.5,336.0869445800781,23.350862503051758,True
5,41.708333333333336,620.5,336.15216064453125,23.2868709564209,True
6,50.050000000000004,620.5,336.15216064453125,23.2868709564209,True
7,58.391666666666666,619.5,336.3043518066406,23.35266876220703,True
8,66.73333333333333,620.5,336.15216064453125,23.2868709564209,True
9,75.075,620.5,336.15216064453125,23.2868709564209,True
10,83.41666666666667,620.5,336.15216064453125,23.2868709564209,True
11,91.75833333333334,620.5,336.15216064453125,23.2868709564209,True
12,100.10000000000001,618.2142944335938,336.5,23.501073837280273,True
13,108.44166666666666,618.2142944335938,336.5,23.501073837280273,True
14,116.78333333333333,618.2142944335938,336.5,23.501073837280273,True
15,125.125,620.5,337.0,24.129955291748047,True
16,133.46666666666667,620.5,337.0,24.129955291748047,True
17,141.80833333333334,618.2120971679688,336.48486328125,23.51620101928711,True
18,150.15,618.2142944335938,336.5,23.501073837280273,True
19,158.49166666666667,618.0,336.5,23.500099182128906,True
20,166.83333333333334,618.5,336.5,23.505416870117188,True
21,175.175,620.0,336.13043212890625,23.216842651367188,True
22,183.51666666666668,620.0,336.13043212890625,23.216842651367188,True
23,191.85833333333335,617.5,336.5,23.505416870117188,True
24,200.20000000000002,619.8833618164062,335.9503479003906,24.12338638305664,True
25,208.54166666666666,617.5,336.5,23.505416870117188,True
26,216.88333333333333,618.0,336.5,23.500099182128906,True
27,225.225,620.0,336.5777893066406,22.77632713317871,True
28,233.56666666666666,620.0,336.5777893066406,22.77632713317871,True
29,241.90833333333333,620.0,336.5777893066406,22.77632713317871,True
30,250.25,620.5,335.64892578125,23.780818939208984,True
31,258.5916666666667,620.5,336.6555480957031,22.79316520690918,True
32,266.93333333333334,620.5,336.0869445800781,23.350862503051758,True
33,275.275,620.5,335.64892578125,23.780818939208984,True
34,283.6166666666667,621.5,336.1956481933594,23.45832633972168,True
35,291.9583333333333,620.5,336.15216064453125,23.2868709564209,True
36,300.3,619.0,337.0,24.020923614501953,True
37,308.64166666666665,617.8930053710938,336.0372009277344,24.037561416625977,True
38,316.98333333333335,617.0,337.0,24.020923614501953,True
39,325.325,618.5,336.0,24.005306243896484,True
40,333.6666666666667,618.082763671875,335.9965515136719,24.02106475830078,True
41,342.0083333333333,618.0,336.5306091308594,24.551088333129883,True
42,350.35,619.3690795898438,336.0597839355469,24.17621421813965,True
43,358.69166666666666,617.2289428710938,336.50933837890625,24.521562576293945,True
44,367.03333333333336,617.0,336.5,24.520498275756836,True
45,375.375,617.0,336.5,24.520498275756836,True
46,383.7166666666667,617.2289428710938,336.50933837890625,24.521587371826172,True
47,392.05833333333334,620.5,335.64892578125,23.780818939208984,True
48,400.40000000000003,617.0,336.5,24.520498275756836,True
49,408.7416666666667,618.1910400390625,336.04962158203125,24.050506591796875,True
50,417.0833333333333,617.0,336.5,24.520498275756836,True
51,425.425,617.2289428710938,336.50933837890625,24.521562576293945,True
52,433.76666666666665,621.5,335.60638427734375,24.03156280517578,True
53,442.10833333333335,619.8833618164062,335.9503479003906,24.12338638305664,True
54,450.45,619.8833618164062,335.9503479003906,24.12338638305664,True
55,458.7916666666667,619.8833618164062,335.9503479003906,24.12338638305664,True
56,467.1333333333333,621.5,335.60638427734375,24.03156280517578,True
57,475.475,619.3690795898438,336.0597839355469,24.17621421813965,True
58,483.81666666666666,620.0,336.5,24.683090209960938,True
59,492.15833333333336,618.1910400390625,336.04962158203125,24.050506591796875,True
60,500.5,618.1910400390625,336.04962158203125,24.050506591796875,True
61,508.8416666666667,618.0,336.5,23.500099182128906,True
62,517.1833333333334,619.9444580078125,336.5,23.580402374267578,True
63,525.525,619.9444580078125,336.5,23.580402374267578,True
64,533.8666666666667,619.0,336.5,24.520498275756836,True
65,542.2083333333334,619.5,337.3723449707031,23.633052825927734,True
66,550.55,620.0,337.4148864746094,23.606388092041016,True
67,558.8916666666667,618.2142944335938,336.5,23.501073837280273,True
68,567.2333333333333,618.0625,336.0,24.02360725402832,True
69,575.575,619.742919921875,336.92950439453125,23.23309326171875,True
70,583.9166666666666,618.0,336.5,24.520498275756836,True
71,592.2583333333333,618.0,336.5,24.520498275756836,True
72,600.6,618.0625,336.0,24.02360725402832,True
