run,filename,t_start,t_stop,sim_file
0,/DCIM/100GOPRO/GOPR0274.MP4,2018-03-05 18:04:33.755735,2018-03-05 18:05:03.437699,/home/pi/Desktop/git_repos/GLO/tracking/ptu_simulations/calibrate_angles_ism.csv
