run,filename,t_start,t_stop,sim_file
0,/DCIM/100GOPRO/GP020275.MP4,2018-03-05 20:19:23.850722,2018-03-05 20:22:15.360642,/home/pi/Desktop/git_repos/GLO/tracking/ptu_simulations/calibrate_angles_ism.csv
