delay,ptu_ebay_cmd,ptu_d48_cmd
0.00,'ci','ci'
0.10,'po-200','po2000'
0.20,'po300','po-3000'
0.30,'po-400','po4000'
0.40,'po500','po-5000'
0.50,'po-600','po6000'
0.60,'po700','po-7000'
0.70,'po-800','po8000'
0.80,'po900','po-9000'
0.90,'po-1000','po10000'
1.00,'po1100','po-11000'
