delay,ptu_ebay_cmd,ptu_d48_cmd
0.00,'i','i'
0.10,'cv','cv'
1.00,'ps100','ps-100'
4.00,'ps-100','ps100'
7.00,'ps100','ps-100'
10.00,'ps0','ps0'
