run,filename,t_start,t_stop,sim_file
0,,2018-03-05 21:07:32.654642,,/home/pi/Desktop/git_repos/GLO/tracking/ptu_simulations/sine_wave_sweep_maual_period_30_amp_100_freq_10_duration_120.csv
