run,filename,t_start,t_stop,sim_file,d48_kp,d48_ks,d48_ka,d48_vd,d48_pd
0,/DCIM/100GOPRO/GOPR0339.MP4,2018-03-23 16:23:38.191172,2018-03-23 16:31:08.278327,/home/pi/Desktop/git_repos/GLO/tracking/ptu_simulations/speed_bins.csv,5.0,1.0,0.1,0.0,0.0
