run,filename,t_start,t_stop,sim_file
0,/DCIM/100GOPRO/GOPR0270.MP4,2018-03-05 17:58:36.216184,2018-03-05 17:58:52.914477,/home/pi/Desktop/git_repos/GLO/tracking/ptu_simulations/calibrate_angles_ism.csv
