run,filename,t_start,t_stop,sim_file,d48_kp,d48_ks,d48_ka,d48_vd,d48_pd
0,/DCIM/100GOPRO/GOPR0307.MP4,2018-03-12 15:22:49.487883,2018-03-12 15:25:16.012501,/home/pi/Desktop/git_repos/GLO/tracking/ptu_simulations/sine_wave_sweep_ism_period_30_amp_50_freq_10_duration_120.csv,12.0,1.0,50.0,0.0,0.0
