cmd_num,delay,ptu_ebay_cmd,ptu_d48_cmd
0,0.0,i,i
1,0.1,cv,se
2,5.0,ps0,
3,5.1,ps1,
4,5.2,ps2,
5,5.3,ps3,
6,5.4,ps4,
7,5.5,ps5,
8,5.6,ps6,
9,5.7,ps7,
10,5.8,ps8,
11,5.9,ps9,
12,6.0,ps10,
13,6.1,ps11,
14,6.2,ps12,
15,6.3,ps13,
16,6.4,ps14,
17,6.5,ps15,
18,6.6,ps16,
19,6.7,ps17,
20,6.8,ps18,
21,6.9,ps19,
22,7.0,ps20,
23,7.1,ps21,
24,7.2,ps22,
25,7.3,ps23,
26,7.4,ps24,
27,7.5,ps25,
28,7.6,ps26,
29,7.7,ps27,
30,7.8,ps28,
31,7.9,ps29,
32,8.0,ps29,
33,8.1,ps30,
34,8.2,ps31,
35,8.3,ps32,
36,8.4,ps33,
37,8.5,ps33,
38,8.6,ps34,
39,8.7,ps35,
40,8.8,ps36,
41,8.9,ps36,
42,9.0,ps37,
43,9.1,ps38,
44,9.2,ps39,
45,9.3,ps39,
46,9.4,ps40,
47,9.5,ps40,
48,9.6,ps41,
49,9.7,ps42,
50,9.8,ps42,
51,9.9,ps43,
52,10.0,ps43,
53,10.1,ps44,
54,10.2,ps44,
55,10.3,ps45,
56,10.4,ps45,
57,10.5,ps46,
58,10.6,ps46,
59,10.7,ps46,
60,10.8,ps47,
61,10.9,ps47,
62,11.0,ps48,
63,11.1,ps48,
64,11.2,ps48,
65,11.3,ps48,
66,11.4,ps49,
67,11.5,ps49,
68,11.6,ps49,
69,11.7,ps49,
70,11.8,ps49,
71,11.9,ps50,
72,12.0,ps50,
73,12.1,ps50,
74,12.2,ps50,
75,12.3,ps50,
76,12.4,ps50,
77,12.5,ps50,
78,12.6,ps50,
79,12.7,ps50,
80,12.8,ps50,
81,12.9,ps50,
82,13.0,ps50,
83,13.1,ps50,
84,13.2,ps49,
85,13.3,ps49,
86,13.4,ps49,
87,13.5,ps49,
88,13.6,ps49,
89,13.7,ps48,
90,13.8,ps48,
91,13.9,ps48,
92,14.0,ps48,
93,14.1,ps47,
94,14.2,ps47,
95,14.3,ps46,
96,14.4,ps46,
97,14.5,ps46,
98,14.6,ps45,
99,14.7,ps45,
100,14.8,ps44,
101,14.9,ps44,
102,15.0,ps43,
103,15.1,ps43,
104,15.2,ps42,
105,15.3,ps42,
106,15.4,ps41,
107,15.5,ps40,
108,15.6,ps40,
109,15.7,ps39,
110,15.8,ps39,
111,15.9,ps38,
112,16.0,ps37,
113,16.1,ps36,
114,16.2,ps36,
115,16.3,ps35,
116,16.4,ps34,
117,16.5,ps33,
118,16.6,ps33,
119,16.7,ps32,
120,16.8,ps31,
121,16.9,ps30,
122,17.0,ps29,
123,17.1,ps29,
124,17.2,ps28,
125,17.3,ps27,
126,17.4,ps26,
127,17.5,ps25,
128,17.6,ps24,
129,17.7,ps23,
130,17.8,ps22,
131,17.9,ps21,
132,18.0,ps20,
133,18.1,ps19,
134,18.2,ps18,
135,18.3,ps17,
136,18.4,ps16,
137,18.5,ps15,
138,18.6,ps14,
139,18.7,ps13,
140,18.8,ps12,
141,18.9,ps11,
142,19.0,ps10,
143,19.1,ps9,
144,19.2,ps8,
145,19.3,ps7,
146,19.4,ps6,
147,19.5,ps5,
148,19.6,ps4,
149,19.7,ps3,
150,19.8,ps2,
151,19.9,ps1,
152,20.0,ps0,
153,20.1,ps-1,
154,20.2,ps-2,
155,20.3,ps-3,
156,20.4,ps-4,
157,20.5,ps-5,
158,20.6,ps-6,
