delay,ptu_ebay_cmd,ptu_d48_cmd
0.0,i,i
0.5,ci,ci
1.5,ps1,se
7.5,po10,
18.0,po-10,
28.5,ps10,
29.0,po100,
39.0,po-100,
49.0,ps20,
49.5,po200,
59.5,po-200,
69.5,ps30,
70.0,po300,
80.0,po-300,
90.0,ps40,
90.5,po400,
100.5,po-400,
110.5,ps50,
111.0,po500,
121.0,po-500,
131.0,ps60,
131.5,po600,
141.5,po-600,
151.5,ps70,
152.0,po700,
162.0,po-700,
172.0,ps80,
172.5,po800,
182.5,po-800,
192.5,ps90,
193.0,po900,
203.0,po-900,
213.0,ps100,
213.5,po1000,
223.5,po-1000,
