run,filename,t_start,t_stop,sim_file,d48_kp,d48_ks,d48_ka,d48_vd,d48_pd
0,/DCIM/100GOPRO/GOPR0311.MP4,2018-03-12 15:50:24.389627,2018-03-12 15:52:50.885633,/home/pi/Desktop/git_repos/GLO/tracking/ptu_simulations/sine_wave_sweep_maual_period_30_amp_50_freq_10_duration_120.csv,16.0,1.0,12.0,0.0,0.0
