cmd_num,delay,ptu_ebay_cmd,ptu_d48_cmd
0,0.0,i,i
1,0.1,ci,ci
2,4.8,ts1000,
3,4.9,ps1000,
4,5.0,po8,
5,6.0,po8,
6,7.0,po8,
7,8.0,po8,
8,9.0,po8,
9,10.0,po8,
10,11.0,po8,
11,12.0,po8,
12,13.0,po8,
13,14.0,po8,
14,15.0,po8,
15,16.0,po8,
16,17.0,po8,
17,18.0,po8,
18,19.0,po-112,
19,19.1,to-8,
20,20.0,po8,
21,21.0,po8,
22,22.0,po8,
23,23.0,po8,
24,24.0,po8,
25,25.0,po8,
26,26.0,po8,
27,27.0,po8,
28,28.0,po8,
29,29.0,po8,
30,30.0,po8,
31,31.0,po8,
32,32.0,po8,
33,33.0,po8,
34,34.0,po-112,
35,34.1,to-8,
36,35.0,po8,
37,36.0,po8,
38,37.0,po8,
39,38.0,po8,
40,39.0,po8,
41,40.0,po8,
42,41.0,po8,
43,42.0,po8,
44,43.0,po8,
45,44.0,po8,
46,45.0,po8,
47,46.0,po8,
48,47.0,po8,
49,48.0,po8,
50,49.0,po-112,
51,49.1,to-8,
52,50.0,po8,
53,51.0,po8,
54,52.0,po8,
55,53.0,po8,
56,54.0,po8,
57,55.0,po8,
58,56.0,po8,
59,57.0,po8,
60,58.0,po8,
61,59.0,po8,
62,60.0,po8,
63,61.0,po8,
64,62.0,po8,
65,63.0,po8,
66,64.0,po-112,
67,64.1,to-8,
68,65.0,po8,
69,66.0,po8,
70,67.0,po8,
71,68.0,po8,
72,69.0,po8,
73,70.0,po8,
74,71.0,po8,
75,72.0,po8,
76,73.0,po8,
77,74.0,po8,
78,75.0,po8,
79,76.0,po8,
80,77.0,po8,
81,78.0,po8,
82,79.0,po-112,
83,79.1,to-8,
84,80.0,po8,
85,81.0,po8,
86,82.0,po8,
87,83.0,po8,
88,84.0,po8,
89,85.0,po8,
90,86.0,po8,
91,87.0,po8,
92,88.0,po8,
93,89.0,po8,
94,90.0,po8,
95,91.0,po8,
96,92.0,po8,
97,93.0,po8,
98,94.0,po-112,
99,94.1,to-8,
100,95.0,po8,
101,96.0,po8,
102,97.0,po8,
103,98.0,po8,
104,99.0,po8,
105,100.0,po8,
106,101.0,po8,
107,102.0,po8,
108,103.0,po8,
109,104.0,po8,
110,105.0,po8,
111,106.0,po8,
112,107.0,po8,
113,108.0,po8,
114,109.0,po-112,
115,109.1,to-8,
116,110.0,po8,
117,111.0,po8,
118,112.0,po8,
119,113.0,po8,
120,114.0,po8,
121,115.0,po8,
122,116.0,po8,
123,117.0,po8,
124,118.0,po8,
125,119.0,po8,
126,120.0,po8,
127,121.0,po8,
128,122.0,po8,
129,123.0,po8,
130,124.0,po-112,
131,124.1,to-8,
132,125.0,po8,
133,126.0,po8,
134,127.0,po8,
135,128.0,po8,
136,129.0,po8,
137,130.0,po8,
138,131.0,po8,
139,132.0,po8,
140,133.0,po8,
141,134.0,po8,
142,135.0,po8,
143,136.0,po8,
144,137.0,po8,
145,138.0,po8,
146,139.0,po-112,
147,139.1,to-8,
148,140.0,po8,
149,141.0,po8,
150,142.0,po8,
151,143.0,po8,
152,144.0,po8,
153,145.0,po8,
154,146.0,po8,
155,147.0,po8,
156,148.0,po8,
157,149.0,po8,
158,150.0,po8,
159,151.0,po8,
160,152.0,po8,
161,153.0,po8,
