run,filename,t_start,t_stop,sim_file,d48_kp,d48_ks,d48_ka,d48_vd,d48_pd
0,/DCIM/100GOPRO/GOPR0341.MP4,2018-03-23 16:40:34.822360,2018-03-23 16:48:03.854049,/home/pi/Desktop/git_repos/GLO/tracking/ptu_simulations/speed_bins.csv,5.0,1.0,4.0,0.0,0.0
