run,filename,t_start,t_stop,sim_file
0,/DCIM/100GOPRO/GOPR0272.MP4,2018-03-05 18:02:00.633909,2018-03-05 18:02:17.104380,/home/pi/Desktop/git_repos/GLO/tracking/ptu_simulations/calibrate_angles_ism.csv
