time,accel_x,accel_y,accel_z,ang_x,ang_y,ang_z,mag_x,mag_y,mag_z,pitch,roll,yaw
2018-03-05 16:59:24.965669,-0.5260000228881836,0.1679999977350235,-9.592000007629395,-0.000391999987186864,0.00012599999899975955,0.0008929999894462526,0.1843000054359436,0.09830000251531601,0.492900013923645,-3.1040000915527344,-0.9359999895095825,-35.72999954223633
2018-03-05 16:59:24.975427,-0.5260000228881836,0.1679999977350235,-9.592000007629395,-0.000391999987186864,0.00012599999899975955,0.0008929999894462526,0.1843000054359436,0.09830000251531601,0.492900013923645,-3.1040000915527344,-0.9359999895095825,-35.72999954223633
2018-03-05 16:59:24.985539,-0.5260000228881836,0.1679999977350235,-9.592000007629395,-0.000391999987186864,0.00012599999899975955,0.0008929999894462526,0.1843000054359436,0.09830000251531601,0.492900013923645,-3.1040000915527344,-0.9359999895095825,-35.72999954223633
2018-03-05 16:59:24.995866,-0.5239999890327454,0.15000000596046448,-9.619000434875488,-0.0002699999895412475,0.0006820000126026571,0.0011709999525919557,0.18619999289512634,0.10029999911785126,0.4961000084877014,-3.1040000915527344,-0.9359999895095825,-35.73099899291992
2018-03-05 16:59:25.006004,-0.5239999890327454,0.15000000596046448,-9.619000434875488,-0.0002699999895412475,0.0006820000126026571,0.0011709999525919557,0.18619999289512634,0.10029999911785126,0.4961000084877014,-3.1040000915527344,-0.9359999895095825,-35.73099899291992
2018-03-05 16:59:25.016037,-0.5239999890327454,0.15000000596046448,-9.619000434875488,-0.0002699999895412475,0.0006820000126026571,0.0011709999525919557,0.18619999289512634,0.10029999911785126,0.4961000084877014,-3.1040000915527344,-0.9359999895095825,-35.73099899291992
2018-03-05 16:59:25.026046,-0.5239999890327454,0.15000000596046448,-9.619000434875488,-0.0002699999895412475,0.0006820000126026571,0.0011709999525919557,0.18619999289512634,0.10029999911785126,0.4961000084877014,-3.1040000915527344,-0.9359999895095825,-35.73099899291992
2018-03-05 16:59:25.036166,-0.5220000147819519,0.14499999582767487,-9.579000473022461,-0.0004659999976865947,-0.0001740000006975606,0.00017800000205170363,0.18529999256134033,0.10119999945163727,0.49709999561309814,-3.1040000915527344,-0.9359999895095825,-35.72999954223633
2018-03-05 16:59:25.046213,-0.5220000147819519,0.14499999582767487,-9.579000473022461,-0.0004659999976865947,-0.0001740000006975606,0.00017800000205170363,0.18529999256134033,0.10119999945163727,0.49709999561309814,-3.1040000915527344,-0.9359999895095825,-35.72999954223633
2018-03-05 16:59:25.056252,-0.5220000147819519,0.14499999582767487,-9.579000473022461,-0.0004659999976865947,-0.0001740000006975606,0.00017800000205170363,0.18529999256134033,0.10119999945163727,0.49709999561309814,-3.1040000915527344,-0.9359999895095825,-35.72999954223633
2018-03-05 16:59:25.066442,-0.5220000147819519,0.14499999582767487,-9.579000473022461,-0.0004659999976865947,-0.0001740000006975606,0.00017800000205170363,0.18529999256134033,0.10119999945163727,0.49709999561309814,-3.1040000915527344,-0.9359999895095825,-35.72999954223633
2018-03-05 16:59:25.076492,-0.5230000019073486,0.16500000655651093,-9.567999839782715,-0.0005300000193528831,0.00012199999764561653,-0.0006880000000819564,0.18619999289512634,0.09830000251531601,0.4950999915599823,-3.1059999465942383,-0.9369999766349792,-35.733001708984375
