run,filename,t_start,t_stop,sim_file
0,/DCIM/100GOPRO/GOPR0287.MP4,2018-03-06 18:27:38.480818,2018-03-06 18:30:29.932038,/home/pi/Desktop/git_repos/GLO/tracking/ptu_simulations/calibrate_angles_ebay.csv
