run,filename,t_start,t_stop,sim_file
0,/DCIM/100GOPRO/GOPR0278.MP4,2018-03-05 20:46:52.698054,2018-03-05 20:49:44.217356,/home/pi/Desktop/git_repos/GLO/tracking/ptu_simulations/calibrate_angles_ebay.csv
