frame,time_elapsed,laser_cen_x,laser_cen_y,laser_radius,laser_on
1,8.341666666666667,,,,False
2,16.683333333333334,160.34426879882812,7.016393661499023,15.196213722229004,True
3,25.025000000000002,160.5,6.970588207244873,15.328398704528809,True
4,33.36666666666667,159.95416259765625,7.131130218505859,14.867746353149414,True
5,41.708333333333336,159.95416259765625,7.131130218505859,14.867746353149414,True
6,50.050000000000004,159.95416259765625,7.131130218505859,14.867746353149414,True
7,58.391666666666666,159.95416259765625,7.131130218505859,14.867746353149414,True
8,66.73333333333333,159.95416259765625,7.131130218505859,14.867746353149414,True
9,75.075,159.95416259765625,7.131130218505859,14.867746353149414,True
10,83.41666666666667,159.9182586669922,6.646496772766113,14.673473358154297,True
11,91.75833333333334,159.95416259765625,7.131130218505859,14.867746353149414,True
12,100.10000000000001,159.95416259765625,7.131130218505859,14.867746353149414,True
13,108.44166666666666,159.95416259765625,7.131130218505859,14.867746353149414,True
14,116.78333333333333,159.95416259765625,7.131130218505859,14.867746353149414,True
15,125.125,159.95416259765625,7.131130218505859,14.867746353149414,True
16,133.46666666666667,159.95416259765625,7.131130218505859,14.867746353149414,True
17,141.80833333333334,159.5,6.849999904632568,15.138545036315918,True
18,150.15,159.96987915039062,7.3433732986450195,14.957010269165039,True
19,158.49166666666667,159.95416259765625,7.131130218505859,14.867746353149414,True
20,166.83333333333334,159.5,6.642857074737549,15.045948028564453,True
21,175.175,159.96987915039062,7.3433732986450195,14.957010269165039,True
22,183.51666666666668,159.95416259765625,7.131130218505859,14.867746353149414,True
23,191.85833333333335,159.95416259765625,7.131130218505859,14.867746353149414,True
24,200.20000000000002,159.95416259765625,7.131130218505859,14.867746353149414,True
25,208.54166666666666,159.95416259765625,7.131130218505859,14.867746353149414,True
26,216.88333333333333,159.95416259765625,7.131130218505859,14.867746353149414,True
27,225.225,159.95416259765625,7.131130218505859,14.867746353149414,True
28,233.56666666666666,159.95416259765625,7.131130218505859,14.867746353149414,True
29,241.90833333333333,159.95416259765625,7.131130218505859,14.867746353149414,True
30,250.25,160.34426879882812,7.016393661499023,15.196213722229004,True
31,258.5916666666667,159.95416259765625,7.131130218505859,14.867746353149414,True
32,266.93333333333334,159.99464416503906,7.677730083465576,15.102643966674805,True
33,275.275,159.99464416503906,7.677730083465576,15.102643966674805,True
34,283.6166666666667,159.95416259765625,7.131130218505859,14.867746353149414,True
35,291.9583333333333,160.5,6.970588207244873,15.328398704528809,True
36,300.3,159.95416259765625,7.131130218505859,14.867746353149414,True
37,308.64166666666665,159.95416259765625,7.131130218505859,14.867746353149414,True
38,316.98333333333335,159.95416259765625,7.131130218505859,14.867746353149414,True
39,325.325,159.95416259765625,7.131130218505859,14.867746353149414,True
40,333.6666666666667,159.95416259765625,7.131130218505859,14.867746353149414,True
41,342.0083333333333,159.95416259765625,7.131130218505859,14.867746353149414,True
42,350.35,160.34426879882812,7.016393661499023,15.196213722229004,True
43,358.69166666666666,160.32412719726562,7.6002044677734375,15.380058288574219,True
44,367.03333333333336,160.7965850830078,6.716730117797852,15.711607933044434,True
45,375.375,159.99464416503906,7.677730083465576,15.102643966674805,True
46,383.7166666666667,159.99464416503906,7.677730083465576,15.102643966674805,True
47,392.05833333333334,159.99464416503906,7.677730083465576,15.102643966674805,True
48,400.40000000000003,160.32412719726562,7.6002044677734375,15.380058288574219,True
49,408.7416666666667,159.99464416503906,7.677730083465576,15.102643966674805,True
50,417.0833333333333,160.83399963378906,7.480237007141113,15.814021110534668,True
51,425.425,159.99464416503906,7.677730083465576,15.102643966674805,True
52,433.76666666666665,160.5,7.558823585510254,15.529121398925781,True
53,442.10833333333335,160.5,7.558823585510254,15.529121398925781,True
54,450.45,160.83399963378906,7.480237007141113,15.814021110534668,True
55,458.7916666666667,160.5,7.558823585510254,15.529121398925781,True
56,467.1333333333333,160.5,7.166666507720947,15.393099784851074,True
57,475.475,160.5,7.558823585510254,15.529121398925781,True
58,483.81666666666666,159.99464416503906,7.677730083465576,15.102643966674805,True
59,492.15833333333336,160.08932495117188,6.954880237579346,15.712486267089844,True
60,500.5,159.96987915039062,7.3433732986450195,14.957010269165039,True
61,508.8416666666667,159.96987915039062,7.3433732986450195,14.957010269165039,True
62,517.1833333333334,159.5,6.642857074737549,15.045948028564453,True
63,525.525,159.99464416503906,7.677730083465576,15.102643966674805,True
64,533.8666666666667,159.99464416503906,7.677730083465576,15.102643966674805,True
65,542.2083333333334,160.32412719726562,7.6002044677734375,15.380058288574219,True
66,550.55,160.32412719726562,7.6002044677734375,15.380058288574219,True
67,558.8916666666667,159.95416259765625,7.131130218505859,14.867746353149414,True
68,567.2333333333333,159.95416259765625,7.131130218505859,14.867746353149414,True
69,575.575,159.95416259765625,7.131130218505859,14.867746353149414,True
70,583.9166666666666,159.95416259765625,7.131130218505859,14.867746353149414,True
71,592.2583333333333,160.5,7.558823585510254,15.529121398925781,True
72,600.6,159.95416259765625,7.131130218505859,14.867746353149414,True
73,608.9416666666667,159.95416259765625,7.131130218505859,14.867746353149414,True
74,617.2833333333333,159.95416259765625,7.131130218505859,14.867746353149414,True
75,625.625,159.95416259765625,7.131130218505859,14.867746353149414,True
76,633.9666666666667,159.96987915039062,7.3433732986450195,14.957010269165039,True
77,642.3083333333334,159.5,7.0789475440979,15.243508338928223,True
78,650.65,159.99464416503906,7.677730083465576,15.102643966674805,True
79,658.9916666666667,159.96987915039062,7.3433732986450195,14.957010269165039,True
80,667.3333333333334,159.99464416503906,7.677730083465576,15.102643966674805,True
81,675.6750000000001,159.95416259765625,7.131130218505859,14.867746353149414,True
82,684.0166666666667,159.95416259765625,7.131130218505859,14.867746353149414,True
83,692.3583333333333,159.95416259765625,7.131130218505859,14.867746353149414,True
84,700.7,159.95416259765625,7.131130218505859,14.867746353149414,True
85,709.0416666666666,159.95416259765625,7.131130218505859,14.867746353149414,True
86,717.3833333333333,159.95416259765625,7.131130218505859,14.867746353149414,True
87,725.725,159.99464416503906,7.677730083465576,15.102643966674805,True
88,734.0666666666667,159.95416259765625,7.131130218505859,14.867746353149414,True
89,742.4083333333333,159.95416259765625,7.131130218505859,14.867746353149414,True
90,750.75,159.95416259765625,7.131130218505859,14.867746353149414,True
91,759.0916666666667,159.95416259765625,7.131130218505859,14.867746353149414,True
92,767.4333333333334,159.99464416503906,7.677730083465576,15.102643966674805,True
93,775.775,159.95416259765625,7.131130218505859,14.867746353149414,True
94,784.1166666666667,159.95416259765625,7.131130218505859,14.867746353149414,True
95,792.4583333333334,159.99464416503906,7.677730083465576,15.102643966674805,True
